Source Name	Comment[ENA_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[cell type]	Characteristics[infect]	Characteristics[time]	Unit[time unit]	Material Type	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[infect]	Factor Value[time]	Unit[time unit]	Factor Value[single cell ID]
day49_15123_cell63	ERS985736	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell63	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_63_	sequencing assay	ERX1225363	15123_63_2.fastq.gz	15123_63_2.fastq.gz	ERR1146561	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146561/ERR1146561_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 146
day49_15123_cell64	ERS985737	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell64	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_64_	sequencing assay	ERX1225364	15123_64_1.fastq.gz	15123_64_1.fastq.gz	ERR1146562	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146562/ERR1146562_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 147
day49_15123_cell64	ERS985737	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell64	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_64_	sequencing assay	ERX1225364	15123_64_2.fastq.gz	15123_64_2.fastq.gz	ERR1146562	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146562/ERR1146562_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 147
day49_15123_cell66	ERS985738	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell66	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_66_	sequencing assay	ERX1225365	15123_66_1.fastq.gz	15123_66_1.fastq.gz	ERR1146563	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146563/ERR1146563_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 148
day49_15123_cell66	ERS985738	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell66	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_66_	sequencing assay	ERX1225365	15123_66_2.fastq.gz	15123_66_2.fastq.gz	ERR1146563	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146563/ERR1146563_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 148
day49_15123_cell67	ERS985739	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell67	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_67_	sequencing assay	ERX1225366	15123_67_1.fastq.gz	15123_67_1.fastq.gz	ERR1146564	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146564/ERR1146564_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 149
day49_15123_cell67	ERS985739	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell67	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_67_	sequencing assay	ERX1225366	15123_67_2.fastq.gz	15123_67_2.fastq.gz	ERR1146564	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146564/ERR1146564_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 149
day49_15123_cell73	ERS985740	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell73	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_73_	sequencing assay	ERX1225367	15123_73_1.fastq.gz	15123_73_1.fastq.gz	ERR1146565	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146565/ERR1146565_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 150
day49_15123_cell73	ERS985740	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell73	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_73_	sequencing assay	ERX1225367	15123_73_2.fastq.gz	15123_73_2.fastq.gz	ERR1146565	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146565/ERR1146565_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 150
day49_15123_cell74	ERS985741	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell74	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_74_	sequencing assay	ERX1225368	15123_74_1.fastq.gz	15123_74_1.fastq.gz	ERR1146566	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146566/ERR1146566_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 151
day49_15123_cell74	ERS985741	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell74	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_74_	sequencing assay	ERX1225368	15123_74_2.fastq.gz	15123_74_2.fastq.gz	ERR1146566	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146566/ERR1146566_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 151
day49_15123_cell75	ERS985742	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell75	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_75_	sequencing assay	ERX1225369	15123_75_1.fastq.gz	15123_75_1.fastq.gz	ERR1146567	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146567/ERR1146567_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 152
day49_15123_cell75	ERS985742	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell75	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_75_	sequencing assay	ERX1225369	15123_75_2.fastq.gz	15123_75_2.fastq.gz	ERR1146567	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146567/ERR1146567_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 152
day49_15123_cell76	ERS985743	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell76	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_76_	sequencing assay	ERX1225370	15123_76_1.fastq.gz	15123_76_1.fastq.gz	ERR1146568	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146568/ERR1146568_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 153
day49_15123_cell76	ERS985743	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell76	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_76_	sequencing assay	ERX1225370	15123_76_2.fastq.gz	15123_76_2.fastq.gz	ERR1146568	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146568/ERR1146568_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 153
day49_15123_cell77	ERS985744	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell77	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_77_	sequencing assay	ERX1225371	15123_77_1.fastq.gz	15123_77_1.fastq.gz	ERR1146569	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146569/ERR1146569_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 154
day49_15123_cell77	ERS985744	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell77	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_77_	sequencing assay	ERX1225371	15123_77_2.fastq.gz	15123_77_2.fastq.gz	ERR1146569	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146569/ERR1146569_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 154
day49_15123_cell78	ERS985745	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell78	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_78_	sequencing assay	ERX1225372	15123_78_1.fastq.gz	15123_78_1.fastq.gz	ERR1146570	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146570/ERR1146570_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 155
day49_15123_cell78	ERS985745	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell78	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_78_	sequencing assay	ERX1225372	15123_78_2.fastq.gz	15123_78_2.fastq.gz	ERR1146570	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146570/ERR1146570_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 155
day49_15123_cell79	ERS985746	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell79	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_79_	sequencing assay	ERX1225373	15123_79_1.fastq.gz	15123_79_1.fastq.gz	ERR1146571	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146571/ERR1146571_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 156
day49_15123_cell79	ERS985746	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell79	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_79_	sequencing assay	ERX1225373	15123_79_2.fastq.gz	15123_79_2.fastq.gz	ERR1146571	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146571/ERR1146571_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 156
day49_15123_cell85	ERS985747	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell85	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_85_	sequencing assay	ERX1225374	15123_85_1.fastq.gz	15123_85_1.fastq.gz	ERR1146572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146572/ERR1146572_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 157
day49_15123_cell85	ERS985747	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell85	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_85_	sequencing assay	ERX1225374	15123_85_2.fastq.gz	15123_85_2.fastq.gz	ERR1146572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146572/ERR1146572_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 157
day49_15123_cell86	ERS985748	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell86	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_86_	sequencing assay	ERX1225375	15123_86_1.fastq.gz	15123_86_1.fastq.gz	ERR1146573	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146573/ERR1146573_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 158
day49_15123_cell86	ERS985748	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell86	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_86_	sequencing assay	ERX1225375	15123_86_2.fastq.gz	15123_86_2.fastq.gz	ERR1146573	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146573/ERR1146573_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 158
day49_15123_cell87	ERS985749	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell87	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_87_	sequencing assay	ERX1225376	15123_87_1.fastq.gz	15123_87_1.fastq.gz	ERR1146574	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146574/ERR1146574_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 159
day49_15123_cell87	ERS985749	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell87	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_87_	sequencing assay	ERX1225376	15123_87_2.fastq.gz	15123_87_2.fastq.gz	ERR1146574	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146574/ERR1146574_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 159
day49_15123_cell88	ERS985750	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell88	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_88_	sequencing assay	ERX1225377	15123_88_1.fastq.gz	15123_88_1.fastq.gz	ERR1146575	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146575/ERR1146575_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 160
day49_15123_cell88	ERS985750	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell88	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_88_	sequencing assay	ERX1225377	15123_88_2.fastq.gz	15123_88_2.fastq.gz	ERR1146575	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146575/ERR1146575_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 160
day49_15123_cell89	ERS985751	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell89	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_89_	sequencing assay	ERX1225378	15123_89_1.fastq.gz	15123_89_1.fastq.gz	ERR1146576	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146576/ERR1146576_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 161
day49_15123_cell89	ERS985751	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	49	day	cell	P-MTAB-46291	P-MTAB-46292	day49_15123_cell89	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_89_	sequencing assay	ERX1225378	15123_89_2.fastq.gz	15123_89_2.fastq.gz	ERR1146576	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146576/ERR1146576_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	49	day	cell 161
